car_year,car_brand,car_model,mileage,has_original_invoice,state_of_origin,simulated_loan_amount
2014,,Avanza,,Si,CDMX,88200.0
2021,,Aveo,,Si,Jalisco,101640.0
2017,,Figo,,Si,Chihuahua,70140.0
2022,,Cayman,,Si,EDOMEX,350000.0
2018,,Mirage,,Si,EDOMEX,80500.0
2016,,Attitude,,Si,Hidalgo,63000.0
2023,,Virtus,,Si,Morelos,174300.0
2015,,Tiida,,Si,CDMX,62370.0
2023,,Groove,,Si,CDMX,181300.0
2016,,Palio,,Si,EDOMEX,72800.0
2017,,Vento,,Si,CDMX,92400.0
2016,,Versa,,Si,EDOMEX,81900.0
2016,,Sonic,,Si,CDMX,80500.0
2013,,March,,Si,CDMX,55300.0
2015,,500,,Si,CDMX,81200.0
2023,,Sienna,,Si,Coahuila,350000.0
2023,,March,,No,EDOMEX,124600.0
2013,,Clase B,,Si,CDMX,99400.0
2014,,Polo,,Si,CDMX,99400.0
2016,,Montero,,Si,CDMX,191100.0
2022,,Vento,,Si,Tlaxcala,135100.0
2016,,Focus,,Si,Chihuahua,100800.0
2021,,Corolla,,No,EDOMEX,175700.0
2016,,March,,No,EDOMEX,75600.0
2019,,Versa,,No,CDMX,105700.0
2013,,Terrain,,Si,CDMX,116200.0
2015,,Ibiza,,Si,EDOMEX,79100.0
2017,,Vento,,Si,Puebla,100100.0
2015,,Colorado,,Si,Hidalgo,164500.0
2013,,M,,Si,CDMX,113400.0
2013,,Gol,,Si,CDMX,51800.0
2014,,Trax,,Si,CDMX,88200.0
2020,,FORTE,,Si,CDMX,139300.0
2020,,T-Cross,,Si,Veracruz,186200.0
2018,,Beat,,Si,CDMX,88900.0
2016,,Patriot,,Si,Coahuila,123200.0
2013,,Versa,,Si,CDMX,64820.0
2015,,URVAN VAN,,Si,EDOMEX,112000.0
2017,,301,,Si,EDOMEX,73500.0
2017,,Sentra,,Si,Querétaro,105700.0
2020,,KICKS,,Si,EDOMEX,156800.0
2020,,Mazda 3,,Si,EDOMEX,181300.0
,,X5,,Si,CDMX,350000.0
2023,,RIO,,No,CDMX,141400.0
2014,,SX4,,Si,CDMX,74200.0
2013,,Mazda 3,,Si,EDOMEX,77700.0
2023,,RIO,,No,CDMX,159600.0
2021,,Sentra,,Si,CDMX,193900.0
2014,,Duster,,Si,CDMX,75600.0
2018,,GRAND I10,,Si,CDMX,91700.0
2018,,GRAND I10,,Si,CDMX,91700.0
2016,,Mazda 3,,Si,Morelos,105700.0
2015,,Versa,,Si,CDMX,76300.0
2019,,SOUL,,Si,CDMX,121800.0
2016,,Cruze,,Si,EDOMEX,90300.0
2023,,GRAND CHEROKEE ,,Si,CDMX,115000.0
2013,,Clase GLK,,Si,CDMX,131600.0
2019,,Jetta Nuevo,,Si,CDMX,142800.0
2022,,Captiva,,Si,CDMX,201600.0
2017,,Forester,,Si,CDMX,158900.0
2015,,Spark,,Si,CDMX,48440.0
2015,,Camaro,,Si,Tlaxcala,166600.0
2019,,Avanza,,Si,CDMX,124600.0
2021,,Duster,,Si,CDMX,127400.0
2019,,RIO,,Si,Jalisco,116900.0
2015,,Vento,,Si,EDOMEX,84700.0
2016,,Duster,,Si,EDOMEX,86800.0
2015,,Vento,,Si,EDOMEX,77700.0
2020,,Virtus,,Si,EDOMEX,126700.0
2015,,Clase C,,Si,EDOMEX,150500.0
2013,,Clase C,,Si,Hidalgo,101500.0
2016,,Altima,,Si,EDOMEX,102200.0
2016,,March,,Si,Puebla,63700.0
2023,,SELTOS,,No,CDMX,192500.0
2015,,TLX,,Si,EDOMEX,144000.0
2013,,COUNTRYMAN,,Si,Hidalgo,119700.0
2013,,Duster,,Si,CDMX,65100.0
2014,,Passat,,Si,EDOMEX,100100.0
2018,,Versa,,Si,CDMX,98700.0
2020,,FORTE,,Si,EDOMEX,160300.0
2017,,Journey,,Si,EDOMEX,151900.0
2016,,Spark,,Si,EDOMEX,67900.0
2019,,Aveo,,Si,CDMX,95900.0
2017,,Mobi,,No,Morelos,68600.0
2019,,Mirage,,Si,EDOMEX,86800.0
2016,,Serie 3,,Si,Jalisco,131600.0
2013,,Aveo,,Si,EDOMEX,49980.0
2014,,Passat,,Si,CDMX,93800.0
2018,,Gol,,Si,EDOMEX,84700.0
2017,,Versa,,Si,EDOMEX,85400.0
2013,,Jetta Nuevo,,Si,EDOMEX,93800.0
2020,,SOUL,,Si,CDMX,158200.0
2013,,COUNTRYMAN,,Si,Baja California,109200.0
2019,,CR-V,,Si,CDMX,209300.0
2014,,Jetta Clasico,,Si,CDMX,80500.0
2017,,Equinox,,Si,EDOMEX,142100.0
2013,,Tiida,,Si,EDOMEX,55930.0
2017,,Journey,,Si,Veracruz,140000.0
2018,,Beat,,Si,Aguascalientes,74200.0
2018,,X Trail,,Si,CDMX,189700.0
2022,,Onix,,No,EDOMEX,132300.0
2021,,ZS,,No,CDMX,154000.0
2018,,Sandero,,Si,CDMX,81900.0
2015,,Journey,,Si,Tabasco,109200.0
,,Versa,,No,Jalisco,163100.0
2018,,Tiguan,,Si,CDMX,170100.0
2018,,Vento,,Si,CDMX,95900.0
2015,,Aveo,,Si,Puebla,56910.0
2016,,Avanza,,Si,EDOMEX,99400.0
2018,,Aveo,,Si,EDOMEX,77980.0
2019,,GRAND I10,,Si,CDMX,98000.0
2016,,Spark,,Si,CDMX,49000.0
2019,,Aveo,,Si,CDMX,95760.0
2021,,RIO,,Si,CDMX,136800.0
2017,,Civic,,Si,Jalisco,151200.0
2021,,S-Cross,,Si,EDOMEX,184800.0
2021,,March,,Si,CDMX,133700.0
2016,,Mazda 3,,Si,Hidalgo,114800.0
2023,,Range Rover,,Si,CDMX,350000.0
2017,,Jetta Nuevo,,Si,EDOMEX,101500.0
2013,,Tiida,,Si,CDMX,53200.0
2020,,X30,,Si,EDOMEX,121100.0
2013,,Sprinter,,Si,Tlaxcala,145600.0
2018,,Versa,,Si,EDOMEX,91700.0
2013,,Polo,,Si,CDMX,70000.0
2013,,Corolla,,Si,Tamaulipas,79800.0
2018,,March,,Si,EDOMEX,88900.0
2018,,Aveo,,Si,EDOMEX,79170.0
2019,,Trax,,Si,EDOMEX,149100.0
2016,,GRAND I10,,Si,CDMX,83300.0
2014,,A3,,Si,CDMX,115500.0
,,Mirage,,Si,Hidalgo,135100.0
,,Escalade,,Si,CDMX,350000.0
2016,,March,,Si,EDOMEX,70000.0
,,CR-V,,Si,Tamaulipas,350000.0
2013,,Matiz,,Si,EDOMEX,36890.0
2022,,Sentra,,Si,CDMX,161000.0
2015,,Focus,,No,EDOMEX,86800.0
2014,,Sonic,,Si,CDMX,64400.0
2018,,Sentra,,Si,EDOMEX,112000.0
2020,,Beat,,Si,EDOMEX,93100.0
2022,,Swift,,Si,CDMX,145600.0
2020,,Camry,,Si,EDOMEX,190000.0
,,X7,,Si,EDOMEX,350000.0
2013,,Ibiza,,Si,EDOMEX,70000.0
2023,,Jetta Nuevo,,Si,CDMX,262500.0
2020,,Vento,,Si,CDMX,103600.0
2020,,Vento,,Si,CDMX,123900.0
2019,,Mazda 3,,Si,Hidalgo,172200.0
2018,,Mazda 2,,Si,EDOMEX,107800.0
2021,,XC40,,Si,CDMX,284900.0
2020,,SOUL,,No,Veracruz,158200.0
2023,,Frontier,,Si,EDOMEX,350000.0
2015,,CR-V,,Si,Morelos,147700.0
,,Mazda 3,,No,CDMX,196700.0
2019,,Jetta Nuevo,,Si,Guerrero,133000.0
2021,,Mazda 3,,Si,Hidalgo,161700.0
2017,,Sonic,,Si,CDMX,86800.0
2019,,500,,Si,EDOMEX,204400.0
2021,,T-Cross,,Si,CDMX,171500.0
2018,,Sentra,,Si,CDMX,119000.0
2018,,Compass,,Si,Baja California Sur,169400.0
2015,,Versa,,Si,EDOMEX,74900.0
2018,,OPTIMA,,Si,CDMX,155400.0
,,MG5,,No,EDOMEX,141400.0
2021,,Figo,,Si,EDOMEX,122570.0
2014,,Trax,,Si,EDOMEX,95900.0
2015,,ELANTRA,,Si,EDOMEX,98000.0
2020,,Vento,,Si,CDMX,103600.0
2013,,Swift,,Si,EDOMEX,72100.0
,,Sentra,,No,Sonora,212100.0
2017,,ELANTRA,,Si,Yucatán,112700.0
2018,,Renegade,,Si,CDMX,147700.0
2020,,Spark,,Si,EDOMEX,113890.0
2013,,Focus,,Si,CDMX,60900.0
,,Alsvin,,Si,EDOMEX,118160.0
2019,,Yaris,,Si,CDMX,103600.0
2017,,KICKS,,Si,EDOMEX,132300.0
2015,,March,,Si,CDMX,74900.0
2019,,RIO,,Si,EDOMEX,102200.0
2014,,Fusion,,Si,EDOMEX,84000.0
2018,,X Trail,,Si,Veracruz,154700.0
2014,,Fluence,,Si,CDMX,74900.0
2015,,Fiesta,,Si,EDOMEX,71400.0
2016,,Leon,,Si,EDOMEX,163100.0
2015,,Toledo,,Si,EDOMEX,79100.0
2015,,March,,Si,Puebla,59500.0
2017,,Serie 3,,Si,Jalisco,193200.0
2023,,Tiggo 4 pro,,Si,EDOMEX,175700.0
2018,,Gol,,Si,Morelos,84700.0
2018,,RIO,,Si,CDMX,109900.0
2020,,Vento,,Si,CDMX,133000.0
2016,,Versa,,Si,EDOMEX,81900.0
2019,,Beat,,Si,CDMX,81900.0
2015,,Note,,No,CDMX,73500.0
2019,,SPORTAGE,,Si,CDMX,199500.0
2018,,Aveo,,Si,EDOMEX,89110.0
2015,,Note,,Si,CDMX,75600.0
2018,,Aveo,,Si,EDOMEX,93100.0
2020,,ARONA,,Si,EDOMEX,160300.0
2020,,Aveo,,Si,CDMX,102620.0
2020,,Aveo,,Si,CDMX,102620.0
2020,,Ignis,,Si,CDMX,119000.0
2014,,Sonic,,Si,CDMX,63210.0
2018,,RIO,,Si,EDOMEX,109900.0
2013,,Focus,,Si,CDMX,65100.0
2018,,RIO,,Si,Nayarit,131600.0
2015,,MINI S,,Si,Hidalgo,122500.0
2017,,A1,,Si,EDOMEX,138600.0
2017,,ELANTRA,,Si,CDMX,112700.0
2017,,CR-V,,Si,Hidalgo,181300.0
2017,,Spark,,Si,Guerrero,84000.0
,,CX5,,Si,CDMX,277200.0
2019,,CR-V,,Si,CDMX,223300.0
2019,,Lobo,,Si,CDMX,350000.0
2019,,Mirage,,Si,CDMX,98490.0
2013,,Crossfox,,Si,EDOMEX,72800.0
2019,,Toledo,,Si,Chihuahua,112700.0
2014,,Versa,,Si,CDMX,69300.0
2013,,Scala,,No,Puebla,44030.0
2015,,Vento,,Si,Puebla,88200.0
2021,,RIO,,No,CDMX,134400.0
2018,,Gol,,Si,Puebla,84700.0
2014,,Captiva,,Si,EDOMEX,83300.0
2013,,Swift,,Si,EDOMEX,69300.0
2017,,Vento,,Si,CDMX,88200.0
2015,,Toledo,,Si,EDOMEX,85400.0
2016,,SPORTAGE,,Si,CDMX,133000.0
2019,,Sentra,,Si,EDOMEX,124600.0
2023,,Virtus,,No,EDOMEX,160300.0
2016,,Aveo,,Si,EDOMEX,65800.0
2013,,Leon,,Si,Puebla,88200.0
2021,,SPORTAGE,,Si,CDMX,232000.0
2018,,Vento,,Si,CDMX,101500.0
2015,,X Trail,,Si,CDMX,118300.0
2013,,Ram 2500,,Si,Morelos,121100.0
2019,,City,,Si,CDMX,123200.0
2019,,March,,No,Puebla,98700.0
2014,,Camry,,Si,EDOMEX,98000.0
2015,,Spark,,Si,EDOMEX,58520.0
2016,,Jetta Nuevo,,No,CDMX,91000.0
2014,,Tsuru,,Si,EDOMEX,48020.0
2015,,Odyssey,,Si,Puebla,171500.0
2017,,Prius,,Si,EDOMEX,138600.0
2017,,Jetta Nuevo,,Si,CDMX,116200.0
2018,,ELANTRA,,Si,EDOMEX,115570.0
2018,,Cavalier,,Si,CDMX,111440.0
2021,,March,,No,EDOMEX,122500.0
2015,,Aveo,,Si,CDMX,63700.0
2018,,Duster,,Si,EDOMEX,109900.0
,,Avanza,,Si,EDOMEX,189000.0
2016,,Logan,,Si,EDOMEX,56000.0
2020,,SOUL,,Si,EDOMEX,135100.0
2021,,HS,,Si,CDMX,203000.0
2015,,Mazda 3,,Si,EDOMEX,98000.0
2013,,Lancer,,Si,CDMX,63000.0
2018,,Discovery Sport,,Si,CDMX,304500.0
2016,,Smart,,Si,CDMX,110600.0
2015,,Terrain,,Si,Querétaro,135800.0
2013,,Tiida,,Si,Quintana Roo,53200.0
2019,,Teramont,,Si,CDMX,319900.0
2013,,Gol,,Si,CDMX,51800.0
2013,,X5,,Si,Chiapas,164500.0
2022,,Virtus,,Si,CDMX,163100.0
2020,,S-Cross,,Si,Chihuahua,192000.0
2023,,KICKS,,No,EDOMEX,207900.0
2013,,Touareg,,Si,CDMX,168700.0
2016,,Caddy,,Si,Quintana Roo,120400.0
2017,,Attitude,,Si,CDMX,72100.0
2014,,Compass,,Si,Hidalgo,101500.0
2013,,H 100,,Si,CDMX,85400.0
2013,,Dart,,Si,EDOMEX,65800.0
2017,,Grand Cherokee,,Si,EDOMEX,261100.0
,,Compass,,Si,CDMX,294700.0
2018,,March,,Si,Tlaxcala,88900.0
2020,,Beat,,Si,CDMX,103600.0
2020,,Ibiza,,Si,CDMX,119000.0
2013,,Explorer,,Si,Puebla,120400.0
2020,,Beat,,Si,Puebla,84700.0
2019,,March,,No,Morelos,78470.0
2018,,Duster,,Si,CDMX,114800.0
2019,,Equinox,,Si,CDMX,171500.0
2015,,Jetta Clasico,,Si,Hidalgo,81200.0
2013,,Mazda 2,,Si,CDMX,70840.0
,,K3,,Si,EDOMEX,227500.0
2015,,Jetta Nuevo,,Si,EDOMEX,84700.0
2020,,Cavalier,,Si,EDOMEX,119000.0
2016,,Vento,,Si,EDOMEX,85400.0
2017,,Mirage,,Si,Nuevo León,72100.0
2020,,Lobo,,Si,Yucatán,350000.0
2017,,FIT,,Si,CDMX,104300.0
2013,,MINI,,Si,CDMX,88900.0
2015,,Malibu,,Si,Baja California,108500.0
2017,,RAV4,,Si,Hidalgo,159600.0
2014,,Enclave,,Si,EDOMEX,135100.0
2016,,CR-V,,Si,CDMX,161700.0
2019,,Serie 1,,Si,EDOMEX,224700.0
2016,,Yaris,,Si,EDOMEX,102900.0
2018,,Mobi,,Si,Morelos,77000.0
2014,,Jetta Clasico,,Si,Tabasco,72800.0
2022,,Vitara,,No,CDMX,199500.0
2023,,Suburban,,Si,EDOMEX,350000.0
2019,,Vento,,Si,EDOMEX,101500.0
2013,,Stepway,,Si,Puebla,56070.0
2020,,Eco Sport,,Si,EDOMEX,172900.0
2018,,Polo,,Si,CDMX,102900.0
,,Groove,,Si,CDMX,185500.0
2016,,Figo,,Si,Jalisco,66500.0
,,Kwid,,Si,EDOMEX,119000.0
2013,,City,,Si,CDMX,79800.0
2018,,Spark,,Si,CDMX,98560.0
2023,,Tiggo 4 pro,,Si,CDMX,196700.0
2013,,Tiguan,,Si,CDMX,127400.0
2013,,Accord,,Si,CDMX,100100.0
2013,,Tiida,,Si,CDMX,55930.0
2016,,Trax,,Si,CDMX,107100.0
2019,,Captur,,Si,Morelos,129570.0
2013,,Aveo,,Si,EDOMEX,49140.0
2013,,Aveo,,Si,EDOMEX,49000.0
2015,,Ibiza,,Si,EDOMEX,83300.0
2019,,Versa,,Si,EDOMEX,107100.0
2015,,Clase C,,Si,Morelos,144200.0
2014,,Focus,,No,CDMX,70700.0
2017,,Vento,,Si,Morelos,86800.0
2013,,Clase E,,Si,CDMX,131600.0
2019,,Insight,,Si,EDOMEX,214200.0
2017,,FORTE,,Si,CDMX,105000.0
2016,,HR-V,,Si,CDMX,131600.0
2016,,Fluence,,Si,EDOMEX,76300.0
2018,,Aveo,,Si,CDMX,89250.0
2016,,Versa,,Si,CDMX,86800.0
2013,,Explorer,,Si,Puebla,135200.0
2013,,Ram 2500,,Si,CDMX,156800.0
2016,,Sonic,,Si,CDMX,79800.0
2023,,C5,,Si,CDMX,247310.0
2017,,UP,,Si,CDMX,80500.0
2016,,370Z,,Si,EDOMEX,217000.0
2022,,Versa,,Si,CDMX,141400.0
2020,,SPORTAGE,,Si,CDMX,179900.0
2015,,Accord,,Si,Puebla,113400.0
2023,,CRETA,,Si,CDMX,178430.0
2022,,X3,,Si,Guerrero,350000.0
2018,,Sentra,,Si,CDMX,110600.0
2017,,Sonic,,Si,EDOMEX,86100.0
2017,,Vento,,Si,CDMX,100100.0
2020,,Versa,,Si,EDOMEX,124600.0
2022,,Mazda 2,,Si,CDMX,130900.0
2019,,X35,,Si,EDOMEX,100800.0
2012,,Sandero,,Si,Veracruz,51660.0
2016,,March,,Si,CDMX,74900.0
2020,,Versa,,Si,CDMX,124600.0
2023,,Wagoneer,,Si,CDMX,350000.0
2013,,Matiz,,Si,CDMX,37520.0
2014,,Aveo,,Si,CDMX,52920.0
2015,,ELANTRA,,Si,CDMX,100100.0
2017,,301,,Si,CDMX,73500.0
2016,,FORTE,,Si,CDMX,99400.0
2023,,MG5,,No,EDOMEX,137200.0
2022,,X Trail,,No,CDMX,258300.0
2017,,March,,Si,EDOMEX,81900.0
2015,,Gol,,Si,Guerrero,61600.0
2013,,Serie 3,,Si,EDOMEX,130900.0
2014,,Trax,,Si,EDOMEX,90300.0
2017,,Aveo,,Si,CDMX,70840.0
2016,,Tsuru,,Si,EDOMEX,57470.0
2020,,Aveo,,Si,EDOMEX,96320.0
2017,,X Trail,,Si,CDMX,153300.0
2013,,Fluence,,Si,EDOMEX,58100.0
2016,,TIGUAN,,Si,CDMX,100800.0
2018,,Leon,,Si,Aguascalientes,198800.0
2015,,Serie 3,,Si,EDOMEX,144200.0
2021,,X4,,Si,CDMX,350000.0
2020,,Grand Cherokee,,Si,EDOMEX,350000.0
2023,,Teramont,,Si,Puebla,350000.0
,,Taos,,Si,CDMX,285600.0
2013,,Town,,Si,CDMX,95900.0
2018,,Civic,,Si,CDMX,172900.0
2015,,A7,,No,EDOMEX,294000.0
2015,,Gol,,Si,CDMX,60900.0
2013,,X Trail,,Si,CDMX,97300.0
2015,,Aveo,,Si,EDOMEX,56210.0
2020,,X1,,Si,EDOMEX,253400.0
2020,,X1,,Si,EDOMEX,253400.0
2013,,Edge,,Si,Puebla,105000.0
2017,,Aveo,,Si,CDMX,67900.0
2022,,Aveo,,Si,Chihuahua,108640.0
2021,,Ibiza,,Si,EDOMEX,145600.0
2019,,Duster,,Si,EDOMEX,124000.0
2018,,X Trail,,Si,CDMX,154700.0
2018,,Beat,,Si,EDOMEX,77000.0
2015,,Clase A,,Si,CDMX,111300.0
2016,,Q50,,Si,EDOMEX,138600.0
2019,,Cavalier,,No,CDMX,109900.0
2014,,Encore,,Si,CDMX,100100.0
,,Jetta Nuevo,,Si,EDOMEX,89600.0
2015,,Duster,,Si,CDMX,84000.0
2015,,Tiida,,Si,CDMX,61880.0
2015,,Jetta Nuevo,,Si,CDMX,89600.0
2023,,Logan,,Si,EDOMEX,136500.0
2023,,Highlander,,Si,CDMX,350000.0
2019,,FIT,,Si,CDMX,133000.0
2021,,SPORTAGE,,No,EDOMEX,246400.0
2018,,CTS,,Si,Hidalgo,350000.0
2018,,Swift,,Si,CDMX,107100.0
2018,,UP,,Si,CDMX,91700.0
2018,,UP,,Si,CDMX,91700.0
2020,,Vento,,Si,CDMX,109200.0
2017,,Figo,,Si,Tabasco,72100.0
2015,,Town,,No,EDOMEX,117600.0
,,Avanza,,Si,Durango,172900.0
2016,,Fusion,,Si,EDOMEX,114800.0
2013,,Clase M,,Si,EDOMEX,170800.0
2016,,Figo,,Si,CDMX,69300.0
2013,,Liberty,,Si,EDOMEX,102200.0
2017,,Suburban,,Si,EDOMEX,347900.0
2014,,Versa,,Si,EDOMEX,68880.0
2015,,Versa,,Si,EDOMEX,76300.0
2021,,Leon,,Si,CDMX,287700.0
2013,,CR-V,,No,EDOMEX,116200.0
2019,,Explorer,,Si,EDOMEX,275800.0
2013,,MKX,,Si,EDOMEX,112000.0
2014,,500,,Si,EDOMEX,83300.0
2017,,Vento,,Si,CDMX,100100.0
2017,,Figo,,No,CDMX,73360.0
2019,,Jetta Nuevo,,Si,Hidalgo,162400.0
2013,,Fiesta,,Si,CDMX,54390.0
2018,,Note,,Si,EDOMEX,109200.0
2022,,X4,,Si,CDMX,350000.0
,,CS55 Plus,,Si,Tlaxcala,241920.0
2020,,March,,Si,EDOMEX,94500.0
2018,,Serie 4,,Si,EDOMEX,222600.0
2020,,RIO,,Si,Puebla,109200.0
2021,,Tiguan,,Si,CDMX,232400.0
2014,,Ikon,,Si,CDMX,51870.0
2014,,Chrysler 200,,Si,CDMX,67200.0
2020,,Sentra,,Si,CDMX,144900.0
2021,,Onix,,Si,EDOMEX,121800.0
2017,,Gol,,No,CDMX,76300.0
2023,,Kwid,,Si,CDMX,118300.0
2015,,Hilux,,Si,EDOMEX,149100.0
2016,,Versa,,Si,CDMX,82600.0
2022,,Clase GLE,,Si,CDMX,350000.0
2023,,March,,Si,Puebla,149800.0
2016,,HR-V,,Si,EDOMEX,134400.0
2021,,Taos,,Si,CDMX,215600.0
2021,,Ibiza,,Si,CDMX,154700.0
2013,,Q7,,Si,EDOMEX,159600.0
2023,,MG5,,Si,EDOMEX,137200.0
2016,,Patriot,,Si,CDMX,114800.0
2017,,Jetta Nuevo,,Si,EDOMEX,160300.0
2013,,Sonic,,Si,EDOMEX,59080.0
2014,,Clase GLK,,Si,CDMX,151200.0
2014,,Versa,,Si,CDMX,82400.0
2018,,ACCENT,,Si,EDOMEX,106470.0
2013,,Aveo,,Si,EDOMEX,49000.0
2013,,Mazda 3,,Si,Aguascalientes,72100.0
2019,,Serie 4,,Si,CDMX,252000.0
,,Mazda 3,,Si,EDOMEX,250600.0
2017,,Aveo,,Si,CDMX,74900.0
2017,,Q50,,Si,CDMX,155400.0
2018,,SORENTO,,Si,Puebla,210000.0
2014,,Clase CLA,,Si,EDOMEX,145600.0
2021,,Versa,,No,CDMX,133000.0
2018,,Tiguan,,No,CDMX,176400.0
2020,,Beat,,Si,EDOMEX,93800.0
2019,,Avanza,,Si,CDMX,114800.0
2018,,Clase CLA,,Si,EDOMEX,254100.0
2015,,Mazda 3,,Si,EDOMEX,113400.0
2013,,Fiesta,,Si,EDOMEX,58100.0
2014,,March,,Si,EDOMEX,54600.0
2017,,Sentra,,Si,CDMX,107100.0
2018,,Mazda 3,,Si,CDMX,139300.0
2021,,Ibiza,,Si,CDMX,145600.0
2014,,CR-V,,Si,EDOMEX,125300.0
2018,,Aveo,,Si,CDMX,93240.0
2017,,Versa,,Si,Puebla,86100.0
2018,,CX5,,Si,Querétaro,171500.0
2023,,SEI3,,No,CDMX,175700.0
2017,,Serie 1,,Si,CDMX,162400.0
2018,,SOUL,,Si,Morelos,130900.0
2016,,Fiesta,,Si,EDOMEX,79800.0
2014,,Sonic,,Si,EDOMEX,70700.0
2019,,Aveo,,Si,CDMX,108320.0
2017,,Patriot,,No,Puebla,132300.0
2022,,Captiva,,Si,Puebla,192500.0
2013,,Beetle,,Si,CDMX,93100.0
2020,,Wrangler,,Si,CDMX,350000.0
2013,,X Trail,,Si,CDMX,102900.0
2015,,Golf,,Si,EDOMEX,123900.0
2020,,SPORTAGE,,Si,EDOMEX,179900.0
2013,,Sonic,,Si,CDMX,61600.0
2014,,Aveo,,Si,EDOMEX,56910.0
2017,,Jetta Nuevo,,Si,EDOMEX,119700.0
2019,,Versa,,No,Morelos,107100.0
2021,,MG5,,No,CDMX,116200.0
2014,,Palio,,Si,Chiapas,64400.0
2018,,Logan,,Si,CDMX,71400.0
2017,,Figo,,Si,CDMX,75320.0
2020,,Beat,,Si,EDOMEX,94500.0
2019,,Versa,,Si,CDMX,107100.0
2023,,Integra,,Si,Coahuila,338800.0
2017,,Serie 500,,Si,Baja California Sur,319900.0
2022,,Duster,,Si,CDMX,150500.0
2017,,RIO,,Si,CDMX,96600.0
2013,,Matiz,,Si,CDMX,37520.0
2016,,Spark,,Si,Puebla,53130.0
2017,,GRAND I10,,Si,CDMX,87640.0
2020,,Rifter,,Si,CDMX,153300.0
2013,,Clase A,,Si,CDMX,107100.0
2014,,Escape,,Si,CDMX,107100.0
2017,,Aveo,,Si,EDOMEX,75600.0
2017,,Gol,,Si,CDMX,77000.0
2019,,Versa,,Si,Morelos,88200.0
2013,,TL,,Si,CDMX,88200.0
2019,,CR-V,,Si,CDMX,230300.0
2014,,X1,,Si,CDMX,117600.0
2018,,Versa,,Si,EDOMEX,88200.0
2017,,Polo,,Si,EDOMEX,100800.0
2022,,CONVERTIBLE,,Si,EDOMEX,305900.0
2019,,Trax,,Si,EDOMEX,136500.0
2020,,Vento,,Si,Chiapas,103600.0
2018,,FORTE,,Si,CDMX,102200.0
2015,,Challenger,,Si,Morelos,203700.0
2015,,A3,,Si,EDOMEX,139300.0
2017,,Versa,,No,CDMX,93100.0
2019,,Sentra,,Si,Michoacán,128800.0
2016,,Fiesta,,Si,CDMX,82600.0
2023,,Onix,,Si,CDMX,170100.0
2018,,Ibiza,,Si,CDMX,105700.0
2013,,March,,Si,CDMX,60200.0
,,Hilux,,Si,Durango,262500.0
2019,,HR-V,,Si,EDOMEX,187600.0
2015,,Mazda 3,,Si,CDMX,100100.0
2017,,Tiida,,Si,EDOMEX,77000.0
2021,,Vento,,Si,EDOMEX,117600.0
2018,,Versa,,Si,Nayarit,110400.0
,,Xpander,,Si,CDMX,228200.0
,,Supra,,Si,Baja California,350000.0
2015,,March,,Si,EDOMEX,70000.0
2019,,ACCENT,,Si,CDMX,106960.0
2020,,Swift,,Si,CDMX,154000.0
2022,,SORENTO,,Si,CDMX,296800.0
2017,,ATECA,,No,CDMX,150500.0
2019,,XT4,,Si,Chiapas,266000.0
2018,,Tundra,,Si,Baja California,350000.0
2017,,City,,No,EDOMEX,111300.0
,,Attitude,,Si,EDOMEX,152600.0
2022,,CX3,,Si,EDOMEX,176400.0
2018,,GRAND I10,,Si,EDOMEX,87220.0
2014,,CX5,,Si,CDMX,133700.0
2019,,Cavalier,,Si,EDOMEX,129600.0
2021,,Leon,,Si,EDOMEX,212800.0
2015,,Passat,,Si,EDOMEX,100800.0
2018,,Jetta Nuevo,,No,CDMX,110600.0
,,Ducato Van,,Si,Aguascalientes,350000.0
,,Tacoma,,Si,Sinaloa,350000.0
2013,,Focus,,Si,Oaxaca,61600.0
2018,,Clase A,,Si,CDMX,190400.0
2014,,Town,,Si,CDMX,100800.0
2017,,Hilux,,Si,CDMX,156100.0
2014,,Spark,,No,CDMX,53620.0
2016,,Passat,,Si,Puebla,116200.0
2018,,Mobi,,Si,Morelos,77700.0
2015,,Explorer,,Si,CDMX,161000.0
2020,,Beat,,Si,EDOMEX,104300.0
2021,,Versa,,No,Sonora,123900.0
2017,,Serie 1,,Si,EDOMEX,163800.0
2013,,RAV4,,Si,CDMX,114800.0
2015,,Vento,,No,EDOMEX,72800.0
,,MINI S,,Si,CDMX,340900.0
2023,,RIO,,Si,EDOMEX,172200.0
2018,,Tiguan,,Si,Hidalgo,240800.0
2018,,CRETA,,Si,EDOMEX,130480.0
2015,,Aveo,,Si,CDMX,56350.0
2016,,Versa,,Si,Jalisco,82600.0
2015,,Mazda 3,,Si,EDOMEX,100100.0
2020,,SOUL,,Si,Hidalgo,184800.0
2019,,Vento,,Si,CDMX,109900.0
,,XM,,Si,Chiapas,350000.0
2018,,Duster,,Si,CDMX,101500.0
2017,,FORTE,,Si,EDOMEX,109200.0
2018,,Altima,,Si,CDMX,132300.0
2018,,Ibiza,,Si,CDMX,130900.0
2016,,Grand Cherokee,,Si,Morelos,235900.0
2019,,Kangoo Express,,Si,CDMX,102900.0
2020,,Aveo,,Si,CDMX,108500.0
2018,,Passat,,Si,CDMX,145600.0
2017,,Sonic,,Si,CDMX,87500.0
2015,,Sonic,,Si,EDOMEX,72100.0
2015,,Hilux,,Si,Baja California,144900.0
2013,,Spark,,Si,EDOMEX,47180.0
